review_text_clean,sentimen
tarik uang kumpul aplikasi melolo akun dana pas milih metode akun dana muncul akun dana fizzo novel aplikasi pake aplikasi melolo karna ambil uang pas milih metode akun muncul aplikasi dana fizzo novel akun dana melolo gimana ya,netral
ganti nomer udah ngk,netral
sih kesini aplikasi dana kacau suruh update gak beli paket aplikasi axis mohon baik nya,negatif
knpa dana sya g mncul si,netral
cuman bise wa sms tolong ubah tambah sms wa blokir ga akses wa,negatif
ngga sengaja isi saldo dana limit saldo hangus kecewa bnget ama dana nggak solusi,negatif
buruk qris loading nya,negatif
baguss ngeleg parah suruh upgared premium asli premium susah upgered ttp tf bank,netral
moga dana kaget,netral
dana buka donwload bgtu buka lg,netral
kak gimana ganti nomor nya susah gin i foto muka muka udah bener mental tampil gitu spam pemberitahuan aman nunggu jam an qris nya download qris dab arah atur susah apk dana,negatif
parah isi salod dana kena tarip potong dana g asyik lgi kayak,negatif
kesini lot ewallet transaksi ampun jaring bagus,positif
g buka dino oppo fs,netral
mudah tf beli paket dll,positif
dana dunia mudah,positif
knp gak buka aplikasi dana,negatif
susah top up klu uang nya bnyak minimal rb skali top up tarik susah jg klu tf rekening bank jg repot upgrade upgrade gagal kecewa aplikasi,negatif
customer servicenya gabisa bantu alami transaksi laku bilang transaksi ghaib tolong bantu saldo,negatif
respon admin lambat abai terang transaksi gagal hitung tagih menganggunakan dana cicil,negatif
dana emang terpecaya,netral
sayang tida muncul dana cicil,netral
dana percaya hilang uang dana,negatif
verifikasi kirim pesan whatssap business baik ubah bintang,netral
vitur dana cicil masalah dana lempar gak solusi selesai maap masalah dana,netral
ga pdahal aja kali akun maaf akun beku,negatif
bagus cepat muas,positif
bagus tolong fitur dana cicil dakan,positif
saldo dana hilang betu,negatif
bantu dana cicil ga,negatif
lancar layan nya,positif
apk yg bagus praktis,positif
login akun aja susah gagal heran apk jelek,negatif
aplikasi dana mumuaskan,netral
pass sayaa buka dana uangg hilang uang hilang nya jt download dana aman simpan uang,negatif
label premium hilang ya transfer,positif
top up game ndk saldo dana ku ku coba kali kali agh,positif
burik top up epep dak saldo lebih harga top up kasih bintang komenan,positif
saldo hilang verifikasi wajah tolong kembali saldo saldo hilang digital kawai shop sebesarrp saldo hilang momo dream web rp,negatif
manfaat transaksi lancar,positif
terimakasih dana qu,netral
apk dana riwayat transaksi,netral
kalo fitur dana instan muncul akun kasih full bintang,positif
guna bgt ajar yg gk bawa cash,netral
mudah cepat syuka pol,positif
kirim uang aplikasi tay udh upgrade premium sistemm abal abal bintang,positif
tolong fitur dana instan aplikasi dana dana sdh premium fitur dana instan nya ngak tolong fitur nya aplikasi dana,positif
gak transaksi tokocrypto gotrade,negatif
sat set pokoke,netral
bilang lapor ana gua udah coba kali hasil nya nolmales gua udah lanjur kecewa,negatif
aplikasi gmana to udh premium hilang premium nya kirim bank please saat urgent gin udah masuk k dana,positif
bagus tingkat karna,positif
ko dana cicil beli pulsa salah teruss,netral
sya daftar kali kali menu sya daptar kapai nomor yg daftar,netral
kak dana gk d pakek buka aplikasi dana yg jaring stabil buka aplikasi yg normal aj jaring nya tlg gmna solusi ny donk,positif
aplikasi bagus dana,positif
lumayan nyimpan uang,positif
bantu transfer tarik tunai,netral
pake dana deall all karna sya udh alam uang nyangkut akun blokir karna ganti hp bot bantu cs nya bilang kembali uang nya karna akun terblock ngaco bnr nya hak lapor wajib biar terus ojk,negatif
aplikasi jelek coba pulih akun beku suruh gak,negatif
apk tolol dana saldo dana bisnis gabisa tarik,negatif
maling duit transaksi gopay hasil aplikasi dana gak uang masuk,negatif
bantu dlm butuh hari bulan,netral
keren banget dana moga twrus maju sukses ya aminn,positif
suka mudah moga layan nya,positif
aplikasi bagus guna fitur dana cicil guna dana fitur adil sih,positif
lupa pin pas tekan lupa pin suruh nunggu mohon baik,netral
apk ga dikit premium aja lo embat ga rekomend ga premium coy,negatif
kali masuk apk konfirmasi akun minimal kali tarik tunai wajib premium,positif
selmat siang kk ko aplikasi nya ga tolong,negatif
transfer yah upgrade danaya mohon bantu,netral
gana gk bsa transaksi isi saldo gk masuk layan chat gk bsa buka aktifitas gk bsa aduhh,netral
dana premium gk kirim uang payah,positif
gua hilang k baik apk lu,negatif
login akun dana notifikasi tulis nya kaya gin yah kendala tolong kasih bintang bantu developer aplikasi dana nya tolong benerin aplikasi dana nya cuman baik sekian terimakasih,negatif
bantu mudah transakasi,positif
yg baik aplikasi,netral
henti verefikasi wajah login,netral
tetep aja tahan dana bertransaki puluh juta bulan ttep fitur dana cicil dana instan dll,positif
udh pake dana ko blum dana cicil nya ya,netral
aplikasi dana bantu terimakasih dana pakai negeri akun email ku satu yg daftar dana yg retas aman aman kirim kode sms langsung no daftar aman,positif
ga customer nya ganti nomor suruh kirim foto ga sampah,negatif
mudah aq bngt bayar jajan arisan listrik pulsa halang bayar trimakasih dana moga amanah,positif
kasih bintang udah pake dana bom kluar dana cicil,netral
mudah d pakai,positif
update dana gak buka bikin kecewa,negatif
aplikasi dana aneh saldo langsung gak sih,negatif
gak top up game minecraft uang ribu top up minecraft ribu doang mohon baik top up aplikasi aja gak dah dana rusak kek gin dah tolong baik sistem email clear cache aplikasi dana update versi baru restartdevice masihgakbisa,positif
bantu transaksi mudah guna,positif
kirim uang suruh upgrade,netral
suka nge bug aplikasi,negatif
fitur tarik tunai nya eror njir gajelas gw udah alfa mart eror loading,negatif
jd crash yak ud update tp performa nya,negatif
dana aman nyaman fitur baharu,positif
apl yg ku bagus,positif
ga login seta verifikasi wajah,negatif
ngalamin isi saldo dana masuk pas cek saldo hilang tega banget saldo bwt cadang obat anak nyesek banget,negatif
akun dana gak dana cicil nya,negatif
mudah gampang mnggunakan ewalet dana utk transaksi jenis apa,positif
tab aktivitas loading nya,negatif
oke cpt untk simpan belanja,positif
proses transaksi dana bca makan jam,netral
apk bodoh udah sken wajah kode verivikasi tolol tolol mending pakai ovo,negatif
ok ksh karna apknya baik bagus,positif
ya udah login isi nomor masukin pin gada pin nya close coba isi pin nunggu loading jam jam gak masuk masuk maksud,negatif
tolong baik bug nya,negatif
aplikasi dana muncul menu dana cicil nya,netral
mantab cepat murah biaya transfer,positif
dana bayar bank angka rangin digit nomor rekening tinggal copy paste,netral
gimana sih orang aplikasi login ngk malam bantu ngk bantu hapus aja aplikasi,negatif
ngga beli pulsa udh hospot temen tp ga masuk beli pulsa,negatif
mantap moga depan,positif
aplikasi korupsi saldo potong mana lari uang tolong uang orang miskin,netral
dana cicil gw gk gunain stiap abis verifikasi wajah beranda mulu,netral
cmn lupa nomor tekening dana ug bikin yg ko ga bikin lagih muka ktp ko gabisa bikin lagih kle rekening bang data komputer klw premium lg kasih bintang bintang kasih,negatif
saldo potong langgan x premium riwayat beli playstore muncul transaksi udh hubung cs ribet,netral
bagus suka cepat kirim uang mudah,positif
aplikasi nya gk bagus minimal pakai ktp,positif
tanggal november topup flazz masuk sampe november ulang kali update saldo hasil nya kosong ga masuk,negatif
knpa sllu valid klw masuk aplikasi dana sudh,netral
aplikasi nya praktis transaksi klo yg transaksi trouble lancar,positif
download mending ga download aplikasi bad banget potong ga ngotak top up kena admin transaksi udah gitu tf kena admin transaksi gratis tf cuman x aplikasi sahabat biaya adminnya mending langsung sedot biaya admin bulan aja motong saldo customer transaksi sedia aplikasi udah kyak maling aja,netral
bantu pakai aplikasi,netral
pakai dana udah blm dana talang gak tau maaf kasih bintang udah dana talang buka kasih bintang,negatif
aja dana cicil muncul aktivasi gagal trs ya,negatif
dana bug notif dana blum permium udah premium dana lohh,netral
saldo potong google gk transaksi apa aduh gimana dana gk verivikasi kecewa berat,negatif
tolong devoloper kait aplikasi dana kali aplikasi dana buka aktivitas simpan data tambah berat hp ram oppo a berat hp,negatif
fitur dana cicil limit naik transaksi fitur pakai tipu,netral
ga transaksi hubung aplikasi transaksi,negatif
duit ku ilang disimpen apk,netral
keren bantu banget,positif
akun dana bajak orang mengunakan ktp orang yg bela orang apk tolol ni,negatif
udah tiga kali nya nya bayar tuju guna fungsi sistem tuju bayar tuju adakan uang hilang cek giat bayar otomatis gila gila,negatif
aplikasi sangatt guna cepat suka banget,positif
tolong kak apk ya baik maw ngirim gagal trus,negatif
kali ngqlqmin bayar pending proses saldo potong pasti bikin lapor suruh muter muter bott tangan keluh lambat ga tau uang atw kecewa pokok nya,negatif
transaksi via dana mantab,positif
ga amanah uang ribu abis top up ilang kecewa sihh min,netral
gimana fitur dana cicil,netral
enak bayar apa mantap ni aplikasi,positif
manfaat bagi yg gak pakai motor atm dll tinggal tf rumah bayar rumah gak repot terima kasih mudah,negatif
suruh baru data eror pilih camat,netral
mantap pakai apk dana,positif
udah pake dana kcewain hdehh developer nya ngapain aja sistem lu mas rentan gitu yg bobol percumah update tetep aja dana bocor ehh dengerin ya guys ati ati nyimpen uang dana saldo lu sedot karna sistem rentan,netral
aplikasi duit gue nyangkut ga ambil nya top duit nya sedot karna bayar ilegal sistem lu lot ka buset admin admin lu makan gaji buta ya iya live chat yg balesin ai semuah usaha ga bayar karyawan tangan langgan,negatif
hapus data ktp dana,negatif
beli token listrik rb sdh x jam koq msh proses balikin saldo ny woi,netral
dana pakai aman aja tpi muncul notif dana tutup aplikasi milik bug coba baharu aplikasi kembang baik salah pdhal baharu aplikasi nya tolong baik system nya takut saldo ku potong otomatis,netral
akun dana tahun fitur dana cicil orang daftar udh fitur dana cicil dana gak,negatif
tolong balik hak dana premium gak buka kartu nya hilang pinta otp trs lapor gak tanggap,negatif
ewallet ok banget,positif
gbisa login pdhl jringn lncar,netral
aplikasi nya the best fitur bayar lengkap cepat fitur dana cicil nya gak muncul aktif dana transaksi,positif
aplikasi dana bagus the best ayo bro tinggal pakai dana anak ajar bisapakainya premium anak ajar thn premium,positif
dana riwayat buka beli token listrik,netral
layan cepat semangat kembang,positif
dana cicil tdk laku pdhl limit blm prnh,netral
bagus tpi sayang blom dana ciccil,positif
transaksi udah x jam pemberitahuan kirim batal proses,netral
tempat muncul dana cicil ya,netral
dana cicil gk pakai trus fitur,netral
aktif dana paylater nya ga jdi males pake dana,netral
bagus bantu tpi sayang ku akun dana gak ad dana cicil nya ya,netral
gak apa dana banding seabank gratis biaya transfer forever klo dana gak berani kasih garansi gratis transfer umur hidup,positif
aplikasi dana kompoten saldo hilang dana gagal beli pulsa data uang kecewa,negatif
apk dana lot bangt slow respon kalo buka pilih menu ga kaya download,negatif
aplikasi maling gimana ya beli listrik k proses udah hari,netral
gw make dana tahun make dana gak kasih fitur dana cicil transaksi juta alesan lu bom pilih udah tahun tolol pantes aja jaring mulu nilep duit ohh lu maling duit disalurin dana cicil ya mending gua make ovo yg fitur paylaternya akun gw endyk pangestu silah hapus aja gw udah gak butuh makasih,negatif
gaada kendala aplikasi bagus overall malam beli token listrik nominal nomer token masuk masuk terang proses hubung cs respon suruh tunggu x jam chat karna sesuai nomer token blm uang potong refund uang nominal nya saat urgent main,positif
udah daftar dana premium ngak layan dana cicil ya,positif
gin lee ga si kalo hubungin akun dana google playstore gausah verifikasi ribet bgt soale gw download minecraft ga anjg udh verifikasi wajah ga kode otp ga masuk sms gimana cokk leng ak plis dana update kalo ngahubungin akun dana google playstore masukin pin aja kalo beneran update makasih dah,negatif
jelek uang hilang aplikasi sesal,negatif
payah yg tanggung uang nomer hp sdh aktif masuk pke kode otp uang hangus pke,negatif
fitur pinjam saldo pakai dana kecewa sih,negatif
bagus potong mayar atmin maaf uang tiba hilang tdk tau jejak nye d cek pemberitahuan nominal nya,netral
mantap ok sip,positif
saldo hilang gk,negatif
terimakasih aplikasi dana transaksi lancar,positif
adain menu hapus akun,negatif
beli token listrik suruh nunggu xjam kurun tsb token nya proses saldo kembali nunggu jam token proses saldo kembali gimana nih,netral
tolong tapil dana cicil,netral
dana kesini sono cek aktivitas transaksi,netral
dana susah uang kunci dana karna login karna no hp yg pakai mati hangus gimana dana,negatif
ya susah aktif vitur dana cicil udah coba tolong adminaktifin vitur dana cicil,negatif
ko dana sayah kagak muncul dana cicil dana intans nyah,netral
pakai kode otp,netral
aplikasi aneh akun hack alas tangguh pas udah masuk saldo hilang ngk,negatif
bantu yg rek ban atm,netral
asangat bantu dana cicil nya gak bantu,negatif
force close mulu hapus pasang app mulu make,negatif
gimana atas verifikasi akun gagal,negatif
apk yg sayang bagus,positif
nomor hp hilang hp nya pas login masuk kode perifikasi wa pake nomor yng dipake akun dana gimana nomor hilang hadeuh,negatif
dana cicil aktivasi gagal,negatif
dana cicil nya aktif,netral
aplikasi bantu terimakasih moga depan,netral
kocak dana gw dah premium gak kirim uang suruh daftar ulang,netral
buka login dana buruk ga buka coba ga,negatif
aplikasi top terimakasih dana,positif
pake dana mudah transaksi nya,positif
dana cicil bgak,netral
dana turun biaya admin nya ribu an habis top up ribu gimana si potong,positif
rakyat makasih ya udah aplikasi bantu banget,netral
jelek mending yg ajja pindah akun ajja tahun g suruh nunggu,negatif
bank dana bener bener bantu bagus terimakasih dana,positif
limit dana cicil tipu,netral
mas fitur dana cicil ku,netral
bayar pulsa dll otomastis centang bayar lindung proteksi layar gak bayar tolong asuransi gak gak disertain bayar produk,negatif
terima otp email,netral
hallo dana limit dana cicil coba pakai dana lunas jatuh tempo x angsur lunas langsung fitur nya nya terang nya sedia laku ya pdhal telat lunas jatuh tempo,netral
cepet kirim nya,netral
hari gua uninstal aplikasi dana top up potong naek gajelass skrang orng top up kena potong kasiann tlol bgt aplikasi top up potong,positif
udh mantap dompet digital mah,positif
dana cicil muncul transaksi dana,netral
gak ad fitur pinjam uang kasih bintang aja,negatif
duit potong transaksi,netral
apk jelek saldo gratis,negatif
dana plus fitur tarik saldo slalu terang kendala proses saldo tarik pindah coba hapus cache hapus data baharu aplikasi dll bantu cs dana sangan bantu balas putar mutar ana merespon keluh,negatif
